hMOF,HVF,VSA_RASPA[m^2/cm^3],LCD（Å）,MOFs密度/[kg/m^3],K,Q
12728,0.56833,1308.801159,5.35968,1742.22837,6.14366,67.59577768
12729,0.84881,1921.271537,12.00635,545.2034334,5.34E-06,11.22050635
12730,0.65996,1985.70651,6.64662,1090.406867,0.0338819,41.32768574
12731,0.85241,1941.579485,12.62531,580.74279,8.58E-06,13.74107152
12732,0.65293,1937.502844,6.66596,1161.48558,0.0473642,42.23711605
12733,0.85887,1806.429801,15.98798,424.1856104,9.55E-07,3.87292728
12734,0.39823,651.437385,5.41554,1272.556831,2.74E-06,38.25101061
12735,0.29807,307.370961,4.06591,1696.742442,4.49E-10,21.64623315
12736,0.86145,1871.479948,13.56437,390.0268898,3.90E-06,8.699416739
12737,0.85614,1938.845561,12.56646,412.5616847,7.07E-06,11.16781259
12738,0.84917,1960.94612,12.16655,412.556401,8.54E-06,13.45359738
12739,0.89287,1535.084718,16.30786,311.570417,2.25E-06,9.721329476
12740,0.78704,2820.267755,8.09571,623.140834,0.000125208,19.38134926
12741,0.89959,1527.194561,16.50038,294.5827013,1.79E-06,7.993701201
12742,0.79376,2801.962156,8.09969,589.1654026,0.000131461,19.14484906
12743,0.63087,1929.288517,7.33857,883.7481038,0.0057535,35.02118652
12744,0.54825,1339.425865,6.26314,1178.330805,0.870976,53.87968385
12745,0.63402,1947.016193,7.34353,849.7209232,0.00520725,34.32646521
12746,0.55184,1351.211103,6.29122,1132.961231,0.884327,53.67007958
12747,0.90416,1448.922736,20.13729,273.8011226,5.36E-07,1.933697594
12748,0.80975,2899.529118,7.59597,547.6022452,2.96E-05,12.78124847
12749,0.62443,2011.705015,7.75168,821.4033678,0.000348464,27.09892619
12750,0.49193,1268.189112,5.48201,1095.20449,0.00654563,43.10041692
12751,0.89532,1523.101709,16.52117,305.9080616,1.80E-06,7.827799113
12752,0.79087,2932.721152,8.10016,611.8161231,0.000138184,19.88693048
12753,0.62999,1916.385495,7.05683,917.7241847,0.00469951,34.63627219
12754,0.55259,1334.262487,6.26344,1223.632246,1.0097,55.21873007
12755,0.89834,1593.060484,16.28561,361.0511163,1.54E-05,17.18284965
12756,0.79164,2518.121739,8.88173,722.1022326,0.00386031,31.72894197
12757,0.88812,1569.77582,15.57178,326.1242243,3.56E-06,11.69155971
12758,0.76584,2528.357475,8.07253,652.2484486,0.000379475,23.19301851
12759,0.62977,1895.096195,7.08412,978.3726729,0.0214959,38.73750981
12760,0.57581,1296.376419,6.29122,1304.496897,6.40187,60.1970866
12761,0.89088,1595.230598,16.25848,351.5910435,1.34E-05,16.27162295
12762,0.77143,2475.775591,8.9019,703.182087,0.00200809,29.96231444
12763,0.62069,1670.368542,7.19754,1054.77313,0.619853,50.17894606
12764,0.89558,1544.291783,15.76923,304.4406817,2.54E-06,10.24337818
12765,0.78669,2796.040101,8.07253,608.8813635,0.000282755,21.82344931
12766,0.62526,1905.349063,7.08412,913.3220452,0.0112999,36.90342336
12767,0.56272,1316.35739,6.29122,1217.762727,4.43767,58.14579206
12768,0.90277,1549.445617,16.28739,315.3011343,5.03E-06,12.14374347
12769,0.80184,2771.825591,8.09561,630.6022686,0.000471473,24.23200254
12770,0.89244,1604.379108,15.6427,420.93811,6.94E-06,15.0969397
12771,0.77743,2519.987624,8.09969,841.8762199,0.000744765,26.68170145
12772,0.63427,1856.573841,6.83541,1262.81433,0.0435457,42.2672245
12773,0.89249,1585.24732,15.64487,396.0802028,4.23E-06,12.06857701
12774,0.77719,2574.33589,8.07253,792.1604056,0.000557953,25.57039447
12775,0.6343,1849.172595,6.70915,1188.240608,0.0338578,41.03164639
12776,0.88092,1599.725464,16.04147,438.2126797,1.29E-05,18.00191719
12777,0.7469,2436.101136,8.73189,876.4253595,0.00192293,30.38101461
12778,0.61635,1615.618995,7.06063,1314.638039,0.665855,53.38473966
12779,0.89534,1593.425721,15.5044,396.0802028,4.68E-06,13.09436196
12780,0.78436,2498.078233,8.07253,792.1604056,0.000561581,25.15508087
12781,0.62872,1877.329814,6.84525,1188.240608,0.0238382,40.87264339
12782,0.57302,1277.188209,6.29122,1584.320811,7.28957,60.1440107
12783,0.8695,1611.907105,15.9923,526.4830407,1.78E-05,19.7318941
12784,0.72475,2376.281611,8.88173,1052.966081,0.00361938,34.75649051
12785,0.52012,1073.793866,5.78931,1579.449122,9.09342,62.25769769
12786,0.40486,41.824282,3.97793,2105.932163,6.97E-09,25.11577202
12787,0.88019,1690.119597,15.38494,339.5339326,2.63E-06,9.722830503
12788,0.75341,2643.116574,8.14245,679.0678652,0.000475425,24.82602397
12789,0.35427,212.98366,4.52905,1358.13573,2.91E-07,44.64485715
12790,0.88056,1694.032951,15.43701,344.1812155,2.72E-06,11.29473035
12791,0.75516,2667.701517,7.8688,688.362431,0.000421965,24.59528088
12792,0.56053,1411.527768,6.74116,1032.543646,0.0160138,40.61106668
12793,0.88516,1683.668961,15.15962,327.4604859,2.48E-06,9.189041611
12794,0.76795,2692.779779,8.14245,654.9209718,0.000476299,24.68267323
12795,0.87488,1709.542082,15.36613,351.6072846,2.58E-06,10.73936275
12796,0.74488,2615.773985,8.00409,703.2145693,0.000394806,24.44922554
12797,0.35082,148.435327,4.3646,1406.429139,8.78E-10,21.51424774
12798,0.89529,1535.305199,18.41854,394.7133736,7.32E-05,22.90584158
12799,0.78509,2512.45295,9.50187,789.4267472,0.0113937,34.13178833
12800,0.88238,1755.011888,14.42809,383.7079812,1.05E-05,15.55303457
12801,0.74068,2409.891757,7.94293,767.4159625,0.00453579,33.41136357
12802,0.57168,1447.559452,6.24733,1151.123944,0.608127,53.90005949
12803,0.87609,1632.711333,16.66634,391.8594161,1.88E-05,18.00365954
12804,0.7457,2596.094232,9.11583,783.7188322,0.0112165,37.61371777
12805,0.53109,1219.724388,6.01002,1175.578248,39.4457,64.34724462
12806,0.88426,1655.261844,16.16352,393.4255243,3.12E-05,20.83517821
12807,0.75406,2487.478899,8.60628,786.8510486,0.00643874,34.10086414
12808,0.88858,1650.387809,16.63093,403.2363931,0.000036357,21.73117856
12809,0.8593,1806.463723,14.33402,553.7473881,1.14E-05,17.91545836
12810,0.68085,2132.906406,7.72022,1107.494776,0.00753662,35.86121739
12811,0.21852,12.451501,4.04786,2214.989552,1.30E-36,-133.6387655
12812,0.85276,1859.953722,13.6412,555.9828356,8.06E-06,16.75377169
12813,0.66191,2119.322255,7.45968,1111.965671,0.00517078,34.639694
12814,0.47079,1074.920727,6.01681,1667.948507,0.986319,60.52005026
12815,0.45778,802.449294,5.27527,2223.931342,5043.8,87.46330425
12816,0.87266,1797.912824,15.90922,423.6150641,4.14E-06,12.5579656
12817,0.72806,2648.861209,7.46,847.2301282,0.00151271,30.62772548
12818,0.87357,1779.689568,14.4064,476.5600287,7.14E-06,15.21210742
12819,0.72065,2338.25843,8.14245,953.1200573,0.0037926,32.43924326
12820,0.24931,10.159659,3.89113,1906.240115,8.83E-16,-15.22365322
12821,0.86344,1760.490648,15.43753,520.5383769,1.36E-05,18.162929
12822,0.70107,2400.472911,7.79339,1041.076754,0.00751358,38.71329619
12823,0.52037,1169.742712,5.87115,1561.615131,13.3565,64.86445438
12824,0.14324,0,3.58079,1527.987393,5.17E-87,-450.814059
12825,0.14115,0,3.5849,1527.989616,1.23E-86,-457.473609
12826,0.71658,1855.387451,10.94135,685.5150325,3.09E-05,20.02380118
12827,0.0544,0,3.11423,2056.545097,0,#NAME?
12828,0.73027,1872.874216,10.98903,675.726968,2.87E-05,18.87292814
12829,0.05223,0,3.14874,2027.180904,4.83E-146,#NAME?
12830,0.72597,1835.109588,11.50089,675.7235559,2.40E-05,19.79547928
12831,0.0529,0,3.13559,2085.909291,0,#NAME?
12832,0.07852,0,3.36881,1851.107408,8.19E-152,#NAME?
12833,0.75296,1930.953668,10.73594,659.2976052,0.000204877,24.98953028
12834,0.059,0,3.19198,1977.892816,0,#NAME?
12835,0.68574,1746.754758,10.97411,865.3921508,0.00102896,37.61191026
12836,0.20467,79.556406,4.31358,1730.784302,2.05E-08,26.35701592
12837,0.68845,1784.986155,10.29294,884.1484863,0.000477274,33.54523473
12838,0.69284,1823.182657,9.77242,884.1484863,0.000459787,28.09554821
12839,0.23216,125.660527,4.8512,1768.296973,3.23E-09,19.92548925
12840,0.81695,1787.194817,14.73178,572.7302679,0.000075609,21.52850569
12841,0.67964,1779.72062,10.06392,1282.073427,0.000138705,25.68873823
12842,0.21654,77.648281,4.64191,2564.146853,1.75E-12,10.05241593
12843,0.00312,0,2.70619,3846.22028,0,#NAME?
12844,0.67254,1755.986327,10.45461,1281.996344,0.000187227,27.04166408
12845,0.2083,112.665068,4.91685,2563.992687,1.46E-05,43.96256756
12846,0.65455,1758.103368,10.01433,1367.8481,0.00134299,43.11332578
12847,0.1339,0.039885,3.72975,2735.696201,9.39E-42,-158.2076452
12848,0.79763,1805.743157,14.26512,844.5975259,0.000125974,25.75438944
12849,0.53368,975.996615,6.59619,1689.195052,5.52841,60.71846287
12850,0.80996,1827.011601,14.18912,762.2902053,5.16E-05,21.38525476
12851,0.58226,1423.016588,6.34418,1524.580411,0.486668,58.54596642
12852,0.143,8.923708,4.2464,1461.137933,1.81E-19,-42.19255302
12853,0.85804,1916.761638,16.13796,429.547303,4.55E-05,23.37627571
12854,0.86539,1677.484931,16.62695,464.1362888,7.00E-05,24.66876944
12855,0.71102,2159.067364,8.11137,928.2725775,0.0305463,40.71338148
12856,0.86264,1664.253761,17.28271,455.4742779,8.18E-05,25.44300621
12857,0.70478,2105.58776,8.46896,910.9485557,0.0295287,39.28146566
12858,0.8561,1900.437273,16.63183,546.4337236,3.15E-05,22.91885838
12859,0.67226,2109.643487,8.09922,1092.867447,0.00563386,35.16149503
12860,0.84671,1876.138305,16.57075,525.4555716,2.44E-05,21.91435904
12861,0.66064,2152.039064,7.4737,1050.911143,0.00324415,35.6041
12862,0.85881,1697.59595,16.97354,584.4341769,4.46E-05,23.93164465
12863,0.69882,2155.337905,8.72836,1168.868354,0.0161034,38.95014757
12864,0.46669,899.041985,6.03829,1753.302531,52.6136,66.21360351
12865,0.31205,33.148794,4.21445,2337.736708,1.09E-08,38.46069609
12866,0.84318,1851.229115,16.55885,567.3528295,2.99E-05,24.37566368
12867,0.65481,2063.62242,7.21225,1134.705659,0.00613706,38.25164798
12868,0.33151,358.223186,5.55538,1702.058489,0.00048072,52.23647093
12869,0.17261,6.382425,3.97735,2269.411318,1.60E-14,-4.466674957
12870,0.85822,1715.616331,17.05739,582.2927403,3.60E-05,23.69646603
12871,0.68372,2078.71941,8.10527,1164.585481,0.0106192,38.05094032
12872,0.4074,653.650675,5.86754,1746.878221,0.164854,61.93878868
12873,0.76207,2019.43689,11.33116,639.0601866,7.89E-05,24.41338872
12874,0.75806,2039.122935,10.74629,676.8450447,9.89E-05,27.11149986
12875,0.73657,2003.976199,10.24929,752.4150751,0.000172299,27.52057788
12876,0.74965,1947.020435,11.14503,657.9526156,6.64E-05,22.98910929
12877,0.72956,1997.116469,9.77289,771.3071899,0.000214683,26.97250158
12878,0.73205,1924.055994,11.16819,809.7202217,2.55E-05,20.71198839
12879,0.69514,1860.316075,10.48293,1026.15345,6.19E-05,24.14689102
12880,0.31454,275.782255,5.53893,2052.306901,1.1606,69.20629452
12881,0.72186,1994.851999,9.8185,896.2694344,0.000092419,26.36451665
12882,0.88673,1549.866535,17.29247,482.1664969,2.23E-05,18.87639859
12883,0.75689,2346.078738,8.43639,964.3329938,0.0036859,31.04936788
12884,0.57026,1199.194814,7.04853,1446.499491,1.76918,52.53620304
12885,0.71216,2010.654084,9.5735,1026.088185,0.000109777,25.7353734
12886,0.33191,396.441434,5.19434,2052.17637,0.356703,62.72139445
12887,0.86324,1879.6152,16.74541,401.1791645,2.81E-05,21.54758225
12888,0.69679,2294.948543,7.76703,802.358329,0.00261978,32.43469758
12889,0.31166,31.054481,4.37227,1310.29318,1.47E-12,3.70177087
12890,0.86038,1907.569578,16.09542,401.1563493,1.97E-05,18.45591341
12891,0.69234,2273.867177,8.89894,802.3126986,0.00271017,30.87445628
12892,0.88911,1500.688174,18.67157,381.1342571,5.34E-05,23.55423504
12893,0.85292,1896.155976,17.15029,525.1577427,2.15E-05,22.74265083
12894,0.67968,2205.795564,8.14818,1050.315485,0.00304099,33.0327506
12895,0.425,817.64963,6.46879,1575.473228,0.163833,54.81333877
12896,0.29392,216.542167,4.95711,2100.630971,1.26639,76.92033864
12897,0.17005,0,3.67183,1565.918051,3.93E-54,-254.9077101
12898,0.87911,1864.181551,16.40752,419.8586,1.50E-05,17.16916587
12899,0.73989,2467.16734,7.69871,839.7172001,0.00183263,30.34324427
12900,0.47126,908.222578,6.29342,1259.5758,0.102462,50.87739358
12901,0.87365,1783.726679,17.56001,419.8481852,1.22E-05,17.56869274
12902,0.7306,2535.526279,8.89896,839.6963703,0.00146406,29.40600652
12903,0.46702,939.528637,6.84063,1259.544555,0.0432254,46.39191227
12904,0.30663,204.354641,4.7901,1679.392741,0.000153387,58.07559482
12905,0.85389,1961.255385,15.77051,567.3513958,2.77E-05,22.38878654
12906,0.67724,2119.77957,8.54661,1134.702792,0.00568537,35.11324508
12907,0.44134,895.261294,6.40567,1702.054187,0.468576,53.65968899
12908,0.25077,138.469522,4.53659,2269.405583,2.20E-11,17.25922634
12909,0.88459,1467.313979,18.32722,342.2697258,5.14E-06,12.57359042
12910,0.76592,2642.423525,8.11619,684.5394516,0.000368333,22.0494719
12911,0.88805,1485.680854,17.75209,333.6938686,7.54E-06,13.93744371
12912,0.77492,2698.548435,8.11515,667.3877371,0.000401459,22.51617991
12913,0.89439,1545.769588,17.3337,371.4502439,5.88E-05,23.27430683
12914,0.77556,2314.048699,8.39186,742.9004878,0.00454448,30.25837107
12915,0.88726,1527.304441,18.28403,370.172926,4.91E-05,22.56079277
12916,0.77358,2563.413478,9.48078,740.345852,0.00486992,31.20310072
12917,0.89146,1492.819755,18.6861,372.8480224,5.49E-05,23.00922248
12918,0.89769,1515.706935,18.54265,372.8642079,0.000052293,22.80588911
12919,0.87721,1510.351026,18.41475,536.7452139,6.31E-05,26.43353367
12920,0.7491,2267.952921,9.47871,1073.490428,0.00728135,34.33470005
12921,0.5456,1184.279688,6.79586,1610.235642,4.85531,57.57590436
12922,0.88051,1535.749829,17.66002,559.5289651,0.000128798,28.42964355
12923,0.7418,2198.676044,9.33469,1119.05793,0.0122749,36.33721977
12924,0.56278,1188.803421,6.64278,1678.586895,17.3931,61.88118018
12925,0.87094,1558.492428,17.14859,559.4658548,0.000128028,27.67532323
12926,0.72661,2147.565258,9.33525,1118.93171,0.00926923,35.77842175
12927,0.56381,1186.336252,6.58462,1678.397564,9.63451,59.16054468
12928,0.88272,1553.492408,17.55464,446.2500681,3.43E-05,21.57329642
12929,0.75319,2391.220982,9.33513,892.5001362,0.00348471,32.13009149
12930,0.53701,1111.159144,7.13642,1338.750204,1.38602,52.65212822
12931,0.87913,1506.392893,16.90547,463.3623104,2.29E-05,20.46579885
12932,0.75392,2444.671649,7.76048,926.7246208,0.00306435,30.29655556
12933,0.80475,1995.683142,12.08958,529.6714594,0.000033571,20.5957671
12934,0.81274,2034.629127,11.57398,512.4383,1.68E-05,16.01750629
12935,0.84638,1731.414718,16.89075,448.9299883,7.85E-05,26.55358826
12936,0.66145,2159.311274,7.96185,897.8599766,0.0137075,37.65786275
12937,0.81216,2042.798839,10.98332,558.9911724,0.000150463,25.74365068
12938,0.79901,2035.713312,11.84367,591.9863522,0.000359029,29.66569543
12939,0.49343,1103.761403,6.20715,1183.972704,4.36803,57.55969547
12940,0.80413,2026.145117,11.86916,558.9911724,7.22E-05,20.66205034
12941,0.86124,1708.950944,17.37179,399.5056037,4.79E-05,22.71119104
12942,0.84303,1647.913161,17.54804,559.5961143,0.000186142,29.35917615
12943,0.65491,2001.692023,8.78415,1119.192229,0.00723838,35.50741389
12944,0.78639,2052.246853,10.81427,745.8125316,0.000171863,26.31571959
12945,0.51749,1188.21644,6.00531,1491.625063,5.66862,58.5548007
12946,0.7874,2066.604894,10.89319,783.6008872,0.000420518,31.91701788
12947,0.48975,1098.126158,5.96889,1567.201774,7.98976,59.34706778
12948,0.79524,2091.912564,10.83673,708.0241315,8.00E-05,22.8387516
12949,0.77154,2028.692557,10.64503,859.1776066,0.000357363,30.00277467
12950,0.47961,976.094939,5.94416,1718.355213,32.0497,63.27040331
12951,0.75357,2132.830586,10.30106,575.2707164,0.000264374,27.028909
12952,0.88448,1626.791066,16.66336,398.7889063,7.60E-05,24.74489241
12953,0.86666,1569.556723,16.52718,417.208345,8.67E-05,28.10162768
12954,0.87526,1563.96181,17.39943,398.7889118,7.77E-05,24.85871365
12955,0.86794,1602.9051,16.32586,407.9986329,2.95E-05,19.89906081
12956,0.87466,1623.81163,16.2782,380.3694642,3.39E-05,20.95381634
12957,0.87142,1562.873062,17.17949,457.0305787,2.06E-05,20.56985161
12958,0.8702,1645.481036,16.30153,541.4096838,7.12E-05,25.70973108
12959,0.72515,2244.284848,8.82551,1082.819368,0.0128604,37.260647
12960,0.85745,1663.590074,15.89034,541.4094114,7.71E-05,25.61080719
12961,0.69464,2093.576971,8.80563,1082.818823,0.00812397,35.18960394
12962,0.87442,1585.857501,18.06976,499.220053,3.52E-05,21.41357861
12963,0.86214,1657.28217,15.96356,541.4094828,3.84E-05,21.62698268
12964,0.70985,2208.751924,7.06067,1082.818966,0.0081608,35.37158471
12965,0.89768,1396.63202,21.8416,321.063751,5.00E-05,23.34426883
12966,0.79337,2544.484421,11.13057,642.1275021,0.000314983,23.03910855
12967,0.88781,1415.317534,21.4104,464.930169,3.19E-05,23.3375442
12968,0.77643,2648.073202,8.36644,929.860338,0.000350729,25.49819046
12969,0.59511,1469.816818,7.69497,1394.790507,0.77726,64.62459549
12970,0.8923,1407.344237,21.39284,411.1724684,1.40E-05,19.32136081
12971,0.79033,2735.169573,8.45622,822.3449369,0.00022677,23.16935909
12972,0.61252,1554.438811,7.78909,1233.517405,0.016873,43.93767351
12973,0.89135,1335.328285,21.52499,411.1726154,3.79E-05,24.46654719
12974,0.77699,2515.453751,11.12246,822.3452308,0.000208754,23.81208351
12975,0.61813,1672.118076,7.96375,1233.517846,0.203297,52.12115065
12976,0.88673,1414.766762,21.37861,438.0512159,4.88E-05,26.61360416
12977,0.77507,2672.28104,10.72953,876.1024318,0.000317694,24.4502612
12978,0.58696,1520.234749,7.21081,1314.153648,0.217942,52.79405083
12979,0.49427,897.141406,6.20925,1752.204864,27.9555,68.53142555
12980,0.90085,1368.770495,21.59987,357.4150796,2.44E-05,23.3702972
12981,0.80247,2683.800609,9.11014,714.8301592,0.000178751,23.53999251
12982,0.83963,1638.367953,17.11464,456.4026261,0.000284272,33.41202636
12983,0.77644,1969.858413,11.87029,600.4309423,0.000419162,33.99240047
12984,0.74093,2007.788324,10.6953,884.1194561,0.000414224,33.4924314
12985,0.36923,584.775767,5.81173,1768.238912,3.2532,67.07137118
12986,0.75126,1906.164815,11.53337,808.5427122,0.000316989,29.907221
12987,0.44505,845.566884,5.97657,1617.085424,22.0876,64.14560835
12988,0.75017,2047.203888,10.17587,921.9078241,0.000555086,32.81214396
12989,0.4401,827.542971,6.0626,1843.815648,48.5898,70.12747336
12990,0.75121,2064.002539,10.20611,846.3310633,0.000458018,32.10932337
12991,0.40478,662.794739,5.8451,1692.662127,0.645851,65.07365934
12992,0.75029,1977.054441,10.64537,884.1191868,0.00178363,36.49295412
12993,0.40732,683.350256,6.19247,1768.238374,105.415,69.00714542
12994,0.85553,1846.290063,17.48564,402.5501504,1.77E-05,17.41161159
12995,0.67566,2207.605285,8.63986,805.1003007,0.00127674,28.97677748
12996,0.81149,2362.65281,9.55933,558.6408207,1.98E-05,14.75427376
12997,0.8107,2374.020345,9.53422,558.640662,2.65E-05,16.44905876
12998,0.82009,2415.217406,9.78607,556.721423,3.63E-05,16.76430035
12999,0.80073,2465.396199,9.4671,621.3096818,4.88E-05,17.71766471
13000,0.806,2452.128121,9.48093,599.7796841,5.02E-05,17.2030685
13001,0.80342,2428.974253,9.78469,599.7803757,6.16E-05,19.47774043
13002,0.81044,2388.065176,9.84085,612.2884528,2.83E-05,15.96375875
13003,0.84434,1933.35157,16.19624,570.4547599,4.95E-05,21.16041197
13004,0.64318,2003.188361,8.30579,1140.90952,0.0111643,36.13356032
13005,0.78839,2523.914579,8.62424,760.2260858,6.93E-05,19.84701589
13006,0.49697,1211.966185,5.46361,1520.452172,13.0454,65.33142959
13007,0.82026,2323.415752,10.71537,562.9754754,3.20E-05,16.95954249
13008,0.774,2171.603672,11.3686,731.2121393,1.32E-05,12.51465489
13009,0.07035,0,3.1639,2193.636418,0,#NAME?
13010,0.02127,0,2.47449,2924.848557,0,#NAME?
13011,0.77419,2174.081914,11.37111,731.2121619,1.29E-05,12.13547046
13012,0.06951,0,3.17132,2193.636486,0,#NAME?
13013,0.02154,0,2.47548,2924.848648,0,#NAME?
13014,0.09327,0,3.47107,1822.361266,8.00E-116,-620.1122892
13015,0.7714,2537.646431,9.36117,591.8220125,8.34E-05,20.50675803
13016,0.77543,2170.847575,11.37796,731.2121393,1.32E-05,12.27551214
13017,0.06986,0,3.17277,2193.636418,0,#NAME?
13018,0.0214,0,2.48489,2924.848557,0,#NAME?
13019,0.78639,2730.309093,9.31944,634.3936816,0.000249498,23.27496572
13020,0.88718,1621.746147,17.80245,321.141517,9.67E-06,17.78977079
13021,0.77947,2985.366463,7.89498,642.283034,0.000234506,22.99286964
13022,0.87695,1484.341446,19.4819,465.0778088,2.74E-05,25.0201015
13023,0.74882,2690.348873,8.32464,930.1556176,0.000303205,25.81466018
13024,0.58327,1477.327996,6.76085,1395.233426,0.364944,62.00337689
13025,0.87812,1657.085,17.54268,444.1468779,8.15E-06,16.43275986
13026,0.75007,2682.209977,8.51605,888.2937558,0.000297645,23.89825169
13027,0.88201,1624.831186,17.63502,425.605549,1.38E-05,20.81142747
13028,0.75569,2691.100726,8.48778,851.211098,0.00027803,23.72134766
13029,0.87838,1455.842819,19.78711,449.2195623,1.68E-05,21.90678954
13030,0.75408,2578.913597,10.3448,898.4391246,0.000208588,23.475195
